type,title,director,cast,country,rating,listed_in
Movie,phir hera pheri,['NeerajVora'],"['AkshayKumar', 'SunilShetty', 'PareshRawal', 'BipashaBasu', 'RimiSen', 'JohnyLever', 'ManojJoshi', 'RajpalYadav', 'SharatSaxena', 'SureshMenon']",['India'],TV-14,"['Comedies', 'InternationalMovies']"
Movie,phir se,"['AjayBhuyan', 'KunalKohli']","['KunalKohli', 'JenniferWinget', 'SumonaChakravarti', 'SushmitaMukherjee', 'KanwaljitSingh', 'DalipTahil', 'RajitKapoor']",['India'],TV-14,"['InternationalMovies', 'RomanticMovies']"
Movie,phobia 2,"['BanjongPisanthanakun', 'PaweenPurikitpanya', 'SongyosSugmakanan', 'ParkpoomWongpoom', 'VisutePoolvoralaks']","['JirayuLa-ongmanee', 'CharlieTrairat', 'WorrawechDanuwong', 'MarshaWattanapanich', 'NicoleTheriault', 'ChumphornThepphithak', 'GachaPlienwithi', 'SuteerushChannukool', 'PeeratchaiRoompol', 'NattapongChartpong']",['Thailand'],TV-MA,"['HorrorMovies', 'InternationalMovies']"
Movie,phone swap,['KunleAfolayan'],"['WaleOjo', 'NseIkpe-Etim', 'LydiaForson', 'JokeSilva', 'ChikaOkpala', 'AdaAmeh', 'HafeezOyetoro', 'ChikaChukwu']",['Nigeria'],TV-14,"['Comedies', 'InternationalMovies', 'RomanticMovies']"
Movie,photocopy,['VijayMaurya'],"['ParnaPethe', 'ChetanChitnis', 'AnshumanJoshi', 'AashayKulkarni', 'VandanaGupte', 'GirishOak']",['India'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,phullu,['AbhishekSaxena'],"['SharibHashmi', 'NutanSurya', 'JyotiiSethi', 'Inaamulhaq', 'TrishaKale', 'NamyaSaxena', 'ShivamPradhan', 'KimtiAnand', 'ParasRajGandhi']",['India'],TV-14,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,pick of the litter,"['DanaNachman', 'DonHardyJr.']",['nan'],['UnitedStates'],TV-PG,"['Children&FamilyMovies', 'Documentaries']"
Movie,pickpockets,['PeterWebber'],"['CarlosBardem', 'NataliaReyes', 'EmilianoPernia', 'DubanPrado', 'MarcelaMar']",['Colombia'],TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,pieces of a woman,['KornélMundruczó'],"['VanessaKirby', 'ShiaLaBeouf', 'EllenBurstyn', 'MollyParker', 'SarahSnook', 'IlizaShlesinger', 'BennySafdie', 'JimmieFails']","['Canada', 'Hungary', 'UnitedStates']",R,['Dramas']
Movie,piercing,['NicolasPesce'],"['ChristopherAbbott', 'MiaWasikowska', 'LaiaCosta', 'MarinIreland', 'MariaDizzia', 'WendellPierce', 'OliviaBond', 'DakotaLustick']",['UnitedStates'],R,"['Dramas', 'IndependentMovies', 'Thrillers']"
Movie,pierre jackson,['ChristopherNolen'],"['TraeIreland', 'ChrysteePharris', 'BrianHooks', 'DawnishaHalfkenny', 'EbonyByrdWesley', 'SimeonHenderson', 'MarquitaGoings', 'LewCollins', 'KendraGilliams', 'CaneilOliver']",['UnitedStates'],TV-MA,['RomanticMovies']
Movie,pihu,['VinodKapri'],['PihuMyraVishwakarma'],['India'],TV-14,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
TV Show,pili fantasy: war of dragons,['nan'],"['WangHsi-hua', 'LaiWei', 'ZhangYu-quan', 'ChenYu-kuan', 'GaoMing-xiao', 'TianZhi-jie', 'LiXiang-yu', 'GuoYa-zhen', 'ZhanYi-chun', 'YeYu-jia']",['nan'],TV-14,"['InternationalTVShows', 'TVAction&Adventure', 'TVSci-Fi&Fantasy']"
Movie,pimpal,['GajendraAhire'],"['DilipPrabhavalkar', 'PriyaBapat', 'KishoreKadam', 'VrindaGajendra', 'AlokRajwade', 'SakhiGokhale']",['India'],TV-PG,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
TV Show,pine gap,['MatKing'],"['ParkerSawyers', 'JacquelineMcKenzie', 'SteveToussaint', 'TessHaubrich', 'StephenCurry', 'LewisFitz-Gerald', 'MarkLeonardWinter']",['Australia'],TV-MA,"['InternationalTVShows', 'TVDramas']"
Movie,pineapple express,['DavidGordonGreen'],"['SethRogen', 'JamesFranco', 'DannyMcBride', 'KevinCorrigan', 'CraigRobinson', 'GaryCole', 'RosiePerez', 'EdBegleyJr.', 'NoraDunn', 'AmberHeard']",['UnitedStates'],R,"['Action&Adventure', 'Comedies']"
Movie,pink,['AniruddhaRoyChowdhury'],"['TapseePannu', 'KirtiKulhari', 'AndreaTariang', 'AmitabhBachchan', 'PiyushMishra', 'AngadBedi', 'VijayVarma', 'RaashulTandon', 'TusharPandey', 'DhritimanChatterjee', 'MamataShankar']",['India'],TV-14,"['Dramas', 'InternationalMovies']"
Movie,pinkfong & baby shark's space adventure,['ByeonHee-sun'],"['JoKyoung-i', 'KimSeo-yeong', 'KimEun-ah', 'JeongJae-heon']",['nan'],TV-Y,['Children&FamilyMovies']
TV Show,pinky malinky,['nan'],"['LucasGrabeel', 'NathanKress', 'DiamondWhite', 'DannyJacobs', 'Retta', 'ColleenSmith', 'VargusMason', 'LaurenTom', 'RobbieDaymond', 'GreyGriffin']",['UnitedStates'],TV-Y7,"[""Kids'TV"", 'TVComedies']"
Movie,pinky memsaab,['ShaziaAliKhan'],"['HajiraYamin', 'KiranMalik', 'AdnanJaffar', 'SunnyHinduja', 'KhalidAhmed', 'ShamimHilaly', 'HajrahKhan', 'AhmedAliKhan']","['Pakistan', 'UnitedArabEmirates']",TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
TV Show,pioneers of african-american cinema,"['OscarMicheaux', 'SpencerWilliams', 'RichardE.Norman', 'RichardMaurice']",['nan'],['UnitedStates'],TV-14,['TVShows']
TV Show,pioneers: first women filmmakers*,['nan'],['nan'],['nan'],TV-14,['TVShows']
Movie,pitaah,['MaheshManjrekar'],"['SanjayDutt', 'NanditaDas', 'OmPuri', 'JackieShroff', 'MitaVashisht', 'SachinKhedekar', 'AnjanSrivastav', 'DineshAnand', 'MinkSingh', 'Siddharth']",['India'],TV-MA,"['Dramas', 'InternationalMovies', 'Music&Musicals']"
Movie,pizza,['AkshayAkkineni'],"['AkshayOberoi', 'ParvathyOmanakuttan', 'ArunodaySingh', 'DipannitaSharma', 'RajeshSharma', 'OmkarDasManikpuri', 'HussainDalal', 'D.Santosh']",['India'],TV-14,"['HorrorMovies', 'InternationalMovies', 'Thrillers']"
Movie,"pizza, birra, faso","['IsraelAdriánCaetano', 'BrunoStagnaro']","['HéctorAnglada', 'JorgeSesán', 'PamelaJordán', 'AdriánYospe', 'DanielDiBiase', 'WalterDíaz', 'MartínAdjemián', 'ElenaCánepa', 'RubénRodríguez', 'TonyLestingi', 'AlejandroPous']",['Argentina'],TV-MA,"['Dramas', 'InternationalMovies']"
TV Show,pj masks,['nan'],"['JacobEwaniuk', 'KyleBreitkopf', 'AddisonHolley']","['France', 'UnitedKingdom']",TV-Y,"[""Kids'TV""]"
Movie,pk,['RajkumarHirani'],"['AamirKhan', 'AnuskhaSharma', 'SanjayDutt', 'SaurabhShukla', 'ParikshatSahni', 'SushantSinghRajput', 'BomanIrani', 'Rukhsar']",['India'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,"plaire, aimer et courir vite",['ChristopheHonoré'],"['VincentLacoste', 'PierreDeladonchamps', 'DenisPodalydès', 'AdèleWismes', 'ThomasGonzalez', 'ClementMetayer', 'QuentinThébault', 'TristanFarge', 'SophieLetourneur']",['France'],TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,planet 51,['JorgeBlanco'],"['DwayneJohnson', 'JessicaBiel', 'JustinLong', 'GaryOldman', 'SeannWilliamScott', 'JohnCleese', 'FreddieBenedict', 'AlanMarriott', 'MathewHorne', 'JamesCorden']","['Spain', 'UnitedKingdom', 'UnitedStates']",PG,"['Children&FamilyMovies', 'Comedies', 'Sci-Fi&Fantasy']"
TV Show,planet earth ii,['nan'],['DavidAttenborough'],['UnitedKingdom'],TV-G,"['BritishTVShows', 'Docuseries', 'Science&NatureTV']"
TV Show,planet earth: the complete collection,['AlastairFothergill'],['DavidAttenborough'],['UnitedKingdom'],TV-PG,"['BritishTVShows', 'Docuseries', 'InternationalTVShows']"
Movie,planet hulk,['SamLiu'],"['RickD.Wasserman', 'LisaAnnBeley', 'MarkHildreth', ""LiamO'Brien"", 'KevinMichaelRichardson', 'SamVincent', 'AdvahSoudack', 'MichaelKopsa', 'PaulDobson', 'MarcWorden']",['UnitedStates'],TV-14,"['Action&Adventure', 'Sci-Fi&Fantasy']"
Movie,planetarium,['RebeccaZlotowski'],"['NataliePortman', 'Lily-RoseDepp', 'EmmanuelSalinger', 'AmiraCasar', 'PierreSalvadori', 'LouisGarrel']","['France', 'Belgium']",TV-MA,"['Dramas', 'InternationalMovies']"
Movie,platoon,['OliverStone'],"['TomBerenger', 'WillemDafoe', 'CharlieSheen', 'ForestWhitaker', 'FrancescoQuinn', 'JohnC.McGinley', 'RichardEdson', 'KevinDillon', 'ReggieJohnson', 'KeithDavid']","['UnitedStates', 'UnitedKingdom']",R,"['Action&Adventure', 'ClassicMovies', 'Dramas']"
Movie,players,"['AbbasAlibhaiBurmawalla', 'MastanAlibhaiBurmawalla']","['VinodKhanna', 'AbhishekBachchan', 'BobbyDeol', 'SonamKapoor', 'BipashaBasu', 'NeilNitinMukesh', 'SikanderKher', 'OmiVaidya', 'JohnyLever', 'ShwetaBhardwaj']",['India'],TV-14,"['Action&Adventure', 'InternationalMovies']"
Movie,playing for keeps,['GabrieleMuccino'],"['GerardButler', 'JessicaBiel', 'CatherineZeta-Jones', 'DennisQuaid', 'UmaThurman', 'JudyGreer', 'NoahLomax', 'JamesTupper', 'AbellaWyss', 'GrantGoodman']",['UnitedStates'],PG-13,"['Comedies', 'RomanticMovies', 'SportsMovies']"
Movie,playing for time,"['DanielMann', 'JosephSargent']","['VanessaRedgrave', 'JaneAlexander', 'MaudAdams', 'DonnaHaley', 'RobinBartlett', 'MarisaBerenson', 'WillLee', 'VernaBloom', 'ChristineBaranski', 'LenoreHarris']",['UnitedStates'],TV-14,['Dramas']
Movie,playing hard,['Jean-SimonChartier'],['nan'],"['Canada', 'UnitedStates']",TV-MA,"['Documentaries', 'InternationalMovies']"
TV Show,playing with fire,['nan'],"['JasonDay', 'MargaritaRosadeFrancisco', 'CarlosPonce', 'GabyEspino', 'LauraPerico', 'AlejandroAguilar', 'TonyPlana', 'MarceloSerrado', 'LeticiaHuijara', 'GermánQuintero', 'LuisAlberti', 'RicardoVesga', 'YuriVargas', 'ÁlvaroRodríguez', 'JuanDavidRestrepo']",['UnitedStates'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'Spanish-LanguageTVShows']"
Movie,pnl - dans la légende tour,['QLF'],['PNL'],['nan'],TV-MA,"['InternationalMovies', 'Music&Musicals']"
Movie,poacher,['TomWhitworth'],"['BrianOgola', 'DavinaLeonard', 'ShiviskeShivisi', 'LennyJuma', 'OlwenyaMaina', 'PeterKing', 'AlfredMunyua', 'MwajumaBelle']","['UnitedKingdom', 'Kenya']",TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
TV Show,pocoyo,['nan'],"['StephenFry', 'AlexMarty']","['Spain', 'UnitedKingdom']",TV-Y,"[""Kids'TV"", 'Spanish-LanguageTVShows']"
Movie,pocoyo & cars,['nan'],"['StephenFry', 'AlexMarty']",['nan'],TV-Y,['Movies']
Movie,pocoyo & the space circus,['AlfonsoRodríguez'],"['StephenFry', 'CarysDoyle']",['Spain'],TV-Y,['Movies']
Movie,pocoyo carnival,['nan'],"['StephenFry', 'AlexMarty']",['nan'],TV-Y,['Movies']
Movie,pocoyo halloween: space halloween,['nan'],"['StephenFry', 'MontanaSmedley']",['UnitedStates'],TV-Y,['Movies']
Movie,pocoyo halloween: spooky movies,['nan'],"['StephenFry', 'MontanaSmedley']",['nan'],TV-Y,['Movies']
Movie,pocoyo special sports,"['GuillermoGarcia', 'DavidCantolla']",['nan'],['nan'],TV-Y,['Movies']
Movie,point blank,['JoeLynch'],"['FrankGrillo', 'AnthonyMackie', 'MarciaGayHarden', 'TeyonahParris', 'BorisMcGiver', 'ChristianCooke', 'MarkiceMoore']","['France', 'UnitedStates']",TV-MA,['Action&Adventure']
TV Show,pokémon journeys: the series,['nan'],"['IkueOtani', 'SarahNatochenny', 'ZenoRobinson', 'JamesCarterCathcart', 'MicheleKnotz', 'CheramiLeigh', 'RodgerParsons', 'RayChase', 'CaseyMongillo']",['nan'],TV-Y7,"['AnimeSeries', ""Kids'TV"", 'TVAction&Adventure']"
Movie,pokémon the movie: i choose you!,['KunihikoYuyama'],"['IkueOtani', 'SarahNatochenny', 'DavidOliverNelson', 'MikePollock', 'KateBristol', 'SuzyMyers', 'RodgerParsons']",['Japan'],TV-Y7,"['AnimeFeatures', 'Children&FamilyMovies']"
Movie,pokémon the movie: power of us,['TetsuoYajima'],"['GimYeong-seon', 'IkueOtani', 'OInseong', 'ISen-ho', 'Jeong-shinWoo', 'SarahNatochenny']",['Japan'],TV-Y7,"['AnimeFeatures', 'Children&FamilyMovies']"
TV Show,pokémon the series,['nan'],"['SarahNatochenny', 'LaurieHymes', 'JessicaPaquet', 'RosieReyes', 'AlysonLeighRosenfeld', 'MarcSwint', 'RodgerParsons']",['nan'],TV-Y7,"['AnimeSeries', ""Kids'TV""]"
TV Show,pokémon: indigo league,['nan'],"['RicaMatsumoto', 'IkueOtani', 'MayumiIizuka', 'MegumiHayashibara', 'UnshoIshizuka']",['Japan'],TV-Y7,"['AnimeSeries', ""Kids'TV""]"
Movie,pokémon: mewtwo strikes back - evolution,"['KunihikoYuyama', 'MotonoriSakakibara']","['SarahNatochenny', 'DanGreen', 'BillRogers', 'MicheleKnotz', 'AlysonLeighRosenfeld', 'RodgerParsons']",['Japan'],TV-Y7,"['AnimeFeatures', 'Children&FamilyMovies']"
Movie,polar,['nan'],['nan'],"['UnitedStates', 'Germany']",TV-MA,"['Action&Adventure', 'InternationalMovies']"
Movie,polaroid,['LarsKlevberg'],"['KathrynPrescott', 'MitchPileggi', 'GraceZabriskie', 'TylerYoung', 'SamanthaLogan', 'JavierBotet', 'KatieStevens', 'MadelainePetsch', 'PriscillaQuintana', 'DaviSantos', 'KeenanTracey']","['UnitedStates', 'Norway', 'Canada']",PG-13,['HorrorMovies']
TV Show,polly pocket,['nan'],"['EmilyTennant', 'ShannonChan-Kent', 'KazumiEvans', 'PatriciaDrake', 'RhonaRees', 'IanHanlin', 'MarykeHendrikse', 'VincentTong', 'DavidKaye', 'EllenKennedy']","['Canada', 'UnitedStates', 'Ireland']",TV-Y,"[""Kids'TV""]"
TV Show,ponysitters club,['nan'],"['MorganNeundorf', 'MadelineLeon', 'KhiylaAynne', 'CailanLainePunnewaert', 'ZyonAllen', 'MayaFranzoi', 'VictoriaTomazelli', 'HughWilson', 'DianaChrisman']",['Canada'],TV-G,"[""Kids'TV"", 'TVDramas']"
Movie,pooja kiven aa,['NidhiSharma'],"['MissPooja', 'TarunKhanna', 'RajSinghJhinger', 'SahilVedoliyaa', 'B.N.Sharma', 'ManojJoshi', 'AnitaShabdeesh', 'SardarSohi']",['India'],TV-PG,"['Comedies', 'InternationalMovies', 'Music&Musicals']"
TV Show,pop team epic,['nan'],['nan'],['Japan'],TV-14,"['AnimeSeries', 'InternationalTVShows']"
Movie,"pop, lock 'n roll",['ZiggyHofmeyr'],"['MauricePaige', 'YasirahBhelz', 'LionelNewton', 'TarrynAlberts', 'SandileSandZulu', 'DuaneLawrence', 'RobynBrophy', 'BradyBrophy', 'RayleneJacobs', 'JasonMeyer']",['SouthAfrica'],TV-14,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,pope francis: a man of his word,['WimWenders'],['PopeFrancis'],"['Switzerland', 'VaticanCity', 'Italy', 'Germany', 'France']",PG,"['Documentaries', 'Faith&Spirituality', 'InternationalMovies']"
Movie,popeye,['RobertAltman'],"['RobinWilliams', 'ShelleyDuvall', 'RayWalston', 'PaulDooley', 'PaulL.Smith', 'RichardLibertini', 'DonaldMoffat', 'MacintyreDixon', 'RobertaMaxwell', 'DonovanScott']",['UnitedStates'],PG,"['Action&Adventure', 'Children&FamilyMovies', 'Comedies']"
TV Show,popples,['nan'],"['ErinFitzgerald', 'WendeeLee', 'CassandraMorris', 'CindyRobinson', 'RebaBuhr', 'BenDiskin', 'EzraWeisz', 'KarenStrassman']","['UnitedStates', 'France']",TV-Y,"[""Kids'TV""]"
TV Show,pororo - the little penguin,['nan'],['nan'],['SouthKorea'],TV-Y7,"[""Kids'TV"", 'KoreanTVShows']"
TV Show,portlandia,['nan'],"['FredArmisen', 'CarrieBrownstein']",['UnitedStates'],TV-14,['TVComedies']
Movie,porto,['GabeKlinger'],"['AntonYelchin', 'LucieLucas', 'FrançoiseLebrun', 'PauloCalatré']","['Portugal', 'France', 'Poland', 'UnitedStates']",TV-MA,"['Dramas', 'IndependentMovies', 'RomanticMovies']"
TV Show,pose,['nan'],"['MjRodriguez', 'BillyPorter', 'EvanPeters', 'KateMara', 'JamesVanDerBeek', 'DominiqueJackson', 'AngelicaRoss', 'HailieSahar', 'RyanJamaalSwain', 'IndyaMoore', 'DyllonBurnside']",['UnitedStates'],TV-MA,['TVDramas']
Movie,poseidon,['WolfgangPetersen'],"['JoshLucas', 'KurtRussell', 'JacindaBarrett', 'RichardDreyfuss', 'EmmyRossum', 'MíaMaestro', 'MikeVogel', 'KevinDillon', 'FreddyRodríguez']",['UnitedStates'],PG-13,"['Action&Adventure', 'Dramas']"
Movie,posesif,['Edwin'],"['PutriMarino', 'AdipatiDolken', 'GritteAgatha', 'ChiccoKurniawan', 'YayuUnru', 'CutMiniTheo', 'IsmailBasbeth', 'MaulidinaK.Putri']",['Indonesia'],TV-MA,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,poshter girl,['SameerPatil'],"['SonaleeKulkarni', 'HrishikeshJoshi', 'JitendraJoshi', 'AniketVishwasrao', 'HemantDhome', 'SandeepPathak', 'SiddharthMenon', 'AkshayTanksale', 'VaibhavMangale', 'AnandIngale']",['India'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
TV Show,possessed,['nan'],"['SongSae-byeok', 'GoJoon-hee', 'YounJung-hoon', 'JoHan-sun', 'LeeWon-jong', 'ParkGene-woo', 'KwonHyuk-hyun', 'ParkSang-min']",['SouthKorea'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'KoreanTVShows']"
Movie,postcards from london,['SteveMcLean'],"['HarrisDickinson', 'JonahHauer-King', 'AlessandroCimadamore', 'LeonardoSalerni', 'RaphaelDesprez', 'JeromeHolder', 'LeemoreMarrettJr.', 'SilasCarson', 'StephenBoxer', 'LeoHatton', 'BenCura']",['UnitedKingdom'],TV-MA,"['Dramas', 'IndependentMovies', 'LGBTQMovies']"
Movie,poster boys,['ShreyasTalpade'],"['SunnyDeol', 'BobbyDeol', 'ShreyasTalpade', 'SonaliKulkarni', 'TriptiDimri', 'SamikshaBhatnagar', 'LovelySingh', 'PurnimaVarma']",['India'],PG-13,"['Comedies', 'InternationalMovies']"
Movie,potato potahto,['ShirleyFrimpong-Manso'],"['O.C.Ukeje', 'JoselynDumas', 'JokeSilva', 'BlossomChukwujekwu', 'KemiLalaAkindoju', 'ChrisAttoh', 'NikkiSamonas', 'AdjeteyAnang', 'VictoriaMicheals']",['Ghana'],TV-MA,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,pottersville,['SethHenrikson'],"['MichaelShannon', 'JudyGreer', 'ThomasLennon', 'RonPerlman', 'ChristinaHendricks', 'IanMcShane']",['UnitedStates'],PG-13,"['Comedies', 'IndependentMovies']"
TV Show,powder,['nan'],"['ManishChaudhary', 'PankajTripathi', 'GeetikaTyagi', 'RahulBagga']",['India'],TV-14,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
TV Show,power battle watch car,['nan'],"['Sang-hyunUm', 'Tae-yeolJeon', 'Yeong-wungJeong', 'Hye-wonJeong', 'Yong-wooShin', 'Jin-hongBae', 'Do-hyeongNam', 'Min-kyuLee']",['nan'],TV-Y7,"[""Kids'TV"", 'KoreanTVShows']"
Movie,power paandi,['Dhanush'],"['Rajkiran', 'Dhanush', 'Prasanna', 'ChayaSingh', 'Revathy', 'MadonnaSebastian', 'VidyullekhaRaman']",['India'],TV-MA,"['Dramas', 'InternationalMovies']"
TV Show,power players,['nan'],"['KieranWalton', 'CarlosSalazar', 'GregChun', 'JamiesonPrice', 'RebaBuhr', 'ToddHaberkorn', 'LandonMcDonald', 'ScottWhyte', 'PaulHaapaniemi']","['UnitedStates', 'France']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers beast morphers,['nan'],"['RorrieD.Travis', 'JazzBaduwalia', 'JacquelineScislowski', 'AbrahamRodríguez', 'TeuilaBlakely', 'KristinaHo', 'CosmeFlores', 'KevinCopeland']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers dino charge,['nan'],"['BrennanMejia', 'CamilleHyde', 'YoshiSudarso', 'MichaelTaber', 'JamesDavies', 'ClaireBlackwelder']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers dino super charge,['nan'],"['BrennanMejia', 'CamilleHyde', 'YoshiSudarso', 'MichaelTaber', 'JamesDavies', 'ClaireBlackwelder']",['nan'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers dino thunder,['nan'],"['JamesNapier', 'KevinDuhaney', 'EmmaLahana', 'JasonDavidFrank', 'JeffreyParazzo', 'KatrinaDevine', 'TomHern', 'MiriamaSmith', 'LathamGaines', 'JamesGaylyn']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers in space,['nan'],"['TracyLynnCruz', 'PatriciaJaLee', 'ChristopherKhaymanLee', 'JustinNimmo', 'RogerVelasco', 'SelwynWard', 'MelodyPerkins', 'PaulSchrier', 'JasonNarvy', 'MiokoFujiwara', 'SoichiroHoshi', 'YujiKishimoto', 'SanaeKobayashi', 'TsuyoshiTakishita', 'LexLang']","['UnitedStates', 'France', 'Japan']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers jungle fury,['nan'],"['JasonSmith', 'AljinAbella', 'AnnaHutchison', 'DaviddeLautour', 'NikolaiNikolaeff', 'SarahThomson', 'BedeSkinner', 'HollyShanahan', 'KelsonHenderson', 'RichardSimpson', 'CameronRhodes', 'ElisabethEasther', 'MarkWright', 'DerekJudge']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers lightspeed rescue,['nan'],"['MichaelChaturantabut', 'SeanCWJohnson', 'AlisonMacInnis', 'KeithRobinson', 'SashaCraig', 'MonicaLouwerens', 'RhettFisher', 'RonRoggé', 'JenniferL.Yen', 'KimStrauss']","['France', 'Japan', 'UnitedStates']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers lost galaxy,['nan'],"['ArchieKao', 'ReggieRolle', 'DannySlavin', 'ValerieVernon', 'CerinaVincent', 'RussellLawrence', 'AmyMiller', 'MelodyPerkins', 'KazukiMaehara', 'EriTanaka', 'TerenceJ.Rotolo', 'HiroshiTsuchida', 'TomWhyte', 'BobPapenbrook', 'MariMaruta']","['UnitedStates', 'France', 'Japan']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers mystic force,['nan'],"['FirassDirani', 'AngieDiaz', 'RichardBrancatisano', 'MelanieVallejo', 'NicSampson', 'JohnTui', 'PetaRutter', 'AntoniaPrebble', 'BarnieDuncan', 'KelsonHenderson', 'DonoghRees', 'GeoffDolan', 'HollyShanahan']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers ninja steel,['nan'],"['WilliamShewfelt', 'NicoGreetham', 'ZoeRobins', 'PeterSudarso', 'ChrystiAne', 'CalebBendit', 'ChrisReid', 'KelsonHenderson']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers ninja storm,['nan'],"['PuaMagasiva', 'SallyMartin', 'GlennMcMillan', 'AdamTuominen', 'JorgitoVargasJr.', 'JasonChan', 'KatrinaBrowne', 'KatrinaDevine', 'GrantMcFarland', 'PeterRowley', 'MeganNicol', 'BruceHopkins']","['UnitedStates', 'NewZealand']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers operation overdrive,['nan'],"['JamesMaclurcan', 'CaitlinMurphy', 'SamuellBenta', 'RhodaMontemayor', 'GarethYuen', 'DwayneCameron', 'RodLousich', 'DavidWeatherley', 'KelsonHenderson', 'GeraldUrquhart', 'RiaVandervis', 'MarkFerguson']","['UnitedStates', 'NewZealand', 'Japan']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers rpm,['nan'],"['EkaDarville', 'AriBoyland', 'RoseMcIver', 'MiloCawthorne', 'DanielEwing', 'MikeGinn', 'LiMingHu', 'OliviaTennet', 'JamesGaylyn', 'AdelaideKane', 'AndrewLaing', 'CharlieMcDermott', 'MarkMitchinson']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
TV Show,power rangers s.p.d.,['nan'],"['BrandonJayMcLaren', 'ChrisViolette', 'MattAustin', 'MonicaMay', 'AlyciaPurrott', 'JohnTui', 'ReneNaufahu', 'MichelleLangstone', 'BarnieDuncan', 'KelsonHenderson', 'JimMcLarty', 'OliviaJames-Baird', 'JosephineDavison', 'DerekJudge', 'JamesGaylyn']","['UnitedStates', 'NewZealand']",TV-Y7,"[""Kids'TV""]"
TV Show,power rangers samurai,['nan'],"['AlexHeartman', 'ErikaFong', 'HectorDavidJr.', 'NajeeDe-Tiege', 'BrittanyAnnePirtle', 'ReneNaufahu', 'JeffSzusterman', 'FelixRyan', 'PaulSchrier']",['UnitedStates'],TV-Y7,"[""Kids'TV""]"
Movie,"power rangers samurai: christmas together, friends forever (christmas special)",['nan'],"['AlexHeartman', 'ErikaFong', 'HectorDavidJr.', 'NajeeDe-Tiege', 'BrittanyAnnePirtle', 'StevenSkyler', 'ReneNaufahu', 'FelixRyan', 'PaulSchrier']",['UnitedStates'],TV-Y7,['Movies']
Movie,power rangers samurai: clash of the red rangers,['nan'],"['AlexHeartman', 'ErikaFong', 'HectorDavidJr.', 'NajeeDe-Tiege', 'BrittanyAnnePirtle', 'ReneNaufahu']",['UnitedStates'],TV-Y7,['Children&FamilyMovies']
Movie,power rangers samurai: party monsters (halloween special),['nan'],"['AlexHeartman', 'ErikaFong', 'HectorDavidJr.', 'NajeeDe-Tiege', 'BrittanyAnnePirtle', 'StevenSkyler', 'ReneNaufahu', 'FelixRyan', 'PaulSchrier', 'RicardoMedinaJr.']",['UnitedStates'],TV-Y7,['Movies']
TV Show,power rangers super megaforce,['nan'],"['AndrewM.Gray', 'CiaraHanna', 'JohnMarkLoudermilk', 'ChristinaMasterson', 'AzimRizk', 'GeoffDolan', 'ShaileshPrajapati', 'IanHarcourt', 'EstevezGillespie', 'JasonHood']",['nan'],TV-Y7,"[""Kids'TV""]"
Movie,power rangers super megaforce: the legendary battle (extended),"['CharlieHaskell', 'KoichiSakamoto']","['AndrewM.Gray', 'CiaraHanna', 'JohnMarkLoudermilk', 'ChristinaMasterson', 'AzimRizk', 'CameronJebo', 'ShaileshPrajapati', 'IanHarcourt']",['UnitedStates'],TV-Y7,['Movies']
TV Show,power rangers super samurai,['nan'],"['AlexHeartman', 'ErikaFong', 'HectorDavidJr.', 'NajeeDe-Tiege', 'BrittanyAnnePirtle', 'StevenSkyler', 'ReneNaufahu', 'FelixRyan', 'PaulSchrier', 'JeffSzusterman', 'KateElliott', 'RicardoMedinaJr.', 'DerekJudge', 'StigAlred']",['nan'],TV-Y7,"[""Kids'TV""]"
